idioma,Opciones,Tematica,ground truth,ano,Nivel,response Gemini 2.0 Flash,response Gemini 2.0 Flash Lite,response Llama 3.2 11B Vision Instruct,response Llama 3.2 90B Vision Instruct,response Pixtral-12B,response Pixtral Large,response Qwen-VL 72B,response GPT-4o,response Qwen-VL 7B,resultado_respuesta_general,resultado_respuesta_final,resultado_respuesta_A,resultado_respuesta_B,resultado_respuesta_C,resultado_respuesta_D,resultado_respuesta_E
castellano,A) 4 B) 5 C) 6 D) 7 E) 8,Álgebra y Aritmética Visual,C,2014,1,C,C,A,No Answer,D,E,B,A,D,B,B,False,True,True,False,False
castellano,A) B) C) D) E) Es imposible,Álgebra y Aritmética Visual,E,2014,1,C,D,No Answer,B,C,C,A,B,C,C,C,False,False,True,True,False
castellano,A) 12 B) 14 C) 16 D) 18 E) 20,Geometría y Figuras,E,2014,3,E,E,A,C,E,E,E,E,E,E,E,False,False,False,False,True
castellano,A) 30° B) 45° C) 60° D) 75° E) 90°,Geometría y Figuras,C,2014,3,No Answer,A,No Answer,C,D,No Answer,C,B,A,B,B,False,False,False,False,False
castellano,A) 60 B) 45 C) 40 D) 35 E) 30,Combinatoria y Probabilidad,B,2014,3,D,No Answer,A,No Answer,No Answer,E,E,E,C,A,A,False,False,False,False,False
castellano,A) 4 B) 5 C) 6 D) 7 E) 8,Patrones y Secuencias,B,2014,3,C,A,E,A,D,E,A,B,C,B,B,False,True,True,True,False
castellano,A) a < b < c B) a < c < b C) b < a < c D) b < c < a E) c < b < a,Geometría y Figuras,E,2014,5,E,B,A,No Answer,A,A,C,A,B,A,A,False,False,False,False,False
castellano,A) 16 cm2 B) 14 cm2 C) 12 cm2 D) 10 cm2 E) 8 cm2,Geometría y Figuras,A,2014,5,A,A,A,A,A,E,A,A,A,E,E,False,True,True,True,True
castellano,A) 4 B) 5 C) 6 D) 9 E) 10,Geometría y Figuras,D,2014,5,B,C,D,D,A,D,A,D,E,C,C,False,False,True,False,False
castellano,A) 5 B) 7 C) 8 D) 9 E) 10,Combinatoria y Probabilidad,D,2014,5,D,E,No Answer,C,D,No Answer,B,D,C,D,C,False,False,True,True,False
frances,A) A B) B C) C D) D E) E,Geometría y Figuras,D,2023,1,A,A,No Answer,A,A,B,D,A,A,A,A,True,True,True,False,True
frances,A) 2 B) 3 C) 4 D) 5 E) 6,Patrones y Secuencias,B,2023,1,B,B,No Answer,A,B,E,A,A,B,B,D,False,True,True,True,True
frances,A) A B) B C) C D) D E) E,Lógica y Razonamiento Visual,A,2023,1,A,B,No Answer,A,E,E,B,B,C,A,A,True,True,True,True,True
frances,A) A B) B C) C D) D E) E,Combinatoria y Probabilidad,D,2023,1,C,C,A,C,C,B,A,A,A,C,C,False,False,True,True,True
frances,A) Anna B) Béa C) Clara D) Doria E) Emma,Patrones y Secuencias,E,2023,1,B,No Answer,A,C,B,D,E,C,E,A,A,True,True,False,True,False
frances,A) 4 B) 5 C) 9 D) 12 E) 20,Combinatoria y Probabilidad,B,2023,2,B,B,B,No Answer,E,B,B,B,B,D,D,False,False,False,True,False
frances,A) 4 cm B) 5 cm C) 6 cm D) 7 cm E) 8 cm,Geometría y Figuras,C,2023,2,No Answer,C,No Answer,C,E,E,A,No Answer,C,C,C,True,True,True,True,True
frances,A) 20 B) 24 C) 30 D) 36 E) 40,Álgebra y Aritmética Visual,C,2023,2,C,E,A,C,C,E,C,C,B,E,E,False,False,False,False,False
frances,A) 5 B) 6 C) 8 D) 9 E) 12,Combinatoria y Probabilidad,B,2023,2,E,E,No Answer,A,D,E,B,No Answer,E,E,E,False,True,True,True,True
frances,A) [Figura A] B) [Figura B] C) [Figura C] D) [Figura D] E) [Figura E],Lógica y Razonamiento Visual,D,2023,2,E,E,No Answer,B,No Answer,E,C,B,A,D,D,False,False,False,True,False
frances,A) TRRR B) TRRT C) TRTR D) RRRT E) RTRR,Patrones y Secuencias,E,2023,2,No Answer,D,E,B,B,E,A,D,D,B,B,False,True,False,False,False
frances,A) noir B) bleu C) vert D) rouge E) jaune,Combinatoria y Probabilidad,A,2023,2,B,E,D,A,E,B,A,B,C,E,E,True,True,True,True,True
frances,A) [Opción A] B) [Opción B] C) [Opción C] D) [Opción D] E) [Opción E],Combinatoria y Probabilidad,E,2023,3,E,D,No Answer,C,E,No Answer,E,C,B,E,E,True,True,True,True,True
frances,A) 1 et 2 B) 1 et 3 C) 1 et 4 D) 2 et 3 E) 2 et 4,Álgebra y Aritmética Visual,B,2023,3,D,C,A,A,D,E,A,E,D,D,D,False,False,False,True,True
frances,A) 11 B) 12 C) 13 D) 14 E) 15,Patrones y Secuencias,B,2023,3,B,B,No Answer,E,D,No Answer,B,B,E,B,D,False,True,True,True,True
frances,A) [Forma A] B) [Forma B] C) [Forma C] D) [Forma D] E) [Forma E],Lógica y Razonamiento Visual,D,2023,3,E,A,A,C,D,No Answer,D,C,E,A,A,False,False,False,False,False
frances,A) 106° B) 108° C) 110° D) 112° E) 120°,Patrones y Secuencias,B,2023,3,E,B,A,E,E,E,D,B,E,E,E,False,True,True,True,True
frances,A) 37 B) 38 C) 39 D) 40 E) 41,Lógica y Razonamiento Visual,D,2023,3,No Answer,No Answer,A,E,A,D,A,E,C,B,A,False,True,True,True,True
frances,A) 5p/3 B) 4p/3 C) 3p/2 D) 2p E) 5p/2,Geometría y Figuras,A,2023,4,A,E,A,A,A,A,E,C,C,A,A,True,True,False,True,True
frances,A) 333 B) 334 C) 336 D) 337 E) 674,Combinatoria y Probabilidad,D,2023,4,D,D,E,No Answer,E,E,D,D,E,D,D,False,True,True,True,False
frances,A) [Patrón A] B) [Patrón B] C) [Patrón C] D) [Patrón D] E) [Patrón E],Álgebra y Aritmética Visual,C,2023,4,C,E,No Answer,E,A,C,A,E,E,A,A,True,True,False,False,False
frances,A) 64 B) 66 C) 68 D) 70 E) 72,Lógica y Razonamiento Visual,D,2023,5,B,D,A,No Answer,E,B,E,A,A,E,D,True,True,True,True,True
frances,A) A B) B C) C D) D E) E,Geometría y Figuras,E,2023,5,D,D,A,No Answer,D,D,C,A,A,A,A,True,True,True,True,True
frances,A) [Flecha A] B) [Flecha B] C) [Flecha C] D) [Flecha D] E) [Flecha E],Geometría y Figuras,D,2022,1,D,C,No Answer,C,C,No Answer,C,D,B,E,E,False,False,False,False,True
frances,A) [Pieza A] B) [Pieza B] C) [Pieza C] D) [Pieza D] E) [Pieza E],Lógica y Razonamiento Visual,D,2022,1,C,D,No Answer,E,A,E,D,D,A,E,E,False,False,False,False,False
frances,A) 12 B) 14 C) 16 D) 18 E) 20,Patrones y Secuencias,C,2022,1,C,C,A,E,A,C,B,C,C,C,C,False,False,True,True,False
frances,A) 32 B) 36 C) 40 D) 44 E) 48,Álgebra y Aritmética Visual,A,2022,1,No Answer,C,No Answer,E,E,A,C,E,E,E,E,False,True,True,True,True
frances,A) 8 B) 11 C) 13 D) 16 E) 19,Combinatoria y Probabilidad,B,2022,1,B,B,A,B,E,E,B,C,D,D,D,False,False,False,True,False
frances,A) 4 B) 69 C) 113 D) 51 E) 5,Lógica y Razonamiento Visual,E,2022,2,D,D,No Answer,D,E,D,D,D,E,B,C,False,False,False,False,False
frances,A) [Opción A] B) [Opción B] C) [Opción C] D) [Opción D] E) [Opción E],Geometría y Figuras,C,2022,2,No Answer,A,No Answer,A,E,No Answer,A,B,E,A,A,True,True,True,True,True
frances,A) 12 B) 14 C) 15 D) 17 E) 18,Combinatoria y Probabilidad,D,2022,2,D,D,B,C,D,No Answer,D,D,C,A,E,False,False,False,False,False
frances,A) 4 ; 4 ; 7 B) 3 ; 6 ; 6 C) 4 ; 5 ; 6 D) 3 ; 5 ; 7 E) 3 ; 4 ; 8,Patrones y Secuencias,A,2022,3,C,No Answer,A,B,A,E,D,D,A,A,A,False,False,False,False,False
frances,A) 11 B) 12 C) 15 D) 17 E) 19,Lógica y Razonamiento Visual,D,2022,3,C,E,A,No Answer,E,No Answer,E,E,E,C,C,False,False,True,True,True
frances,A) 20 % B) 25 % C) 30 % D) 35 % E) 50 %,Álgebra y Aritmética Visual,B,2022,3,B,No Answer,A,E,E,E,A,C,E,D,D,False,True,True,True,False
frances,A) 0 B) 1 C) 2 D) 3 E) 4,Geometría y Figuras,B,2022,4,B,D,A,A,E,B,E,C,C,E,E,False,True,True,True,True
frances,A) π B) 2π C) 3π D) 4π E) 6π,Geometría y Figuras,B,2022,4,B,B,No Answer,A,C,D,E,D,C,E,E,False,True,True,True,True
frances,A) w ≤ π B) w = π C) π ≤ w ≤ 3π/2 D) 3π/2 ≤ w ≤ 2π E) w = 2π,Combinatoria y Probabilidad,E,2022,5,E,B,A,A,C,E,E,C,C,D,C,False,False,True,True,False
frances,"A) 0,006 m3 B) 0,034 m3 C) 0,086 m3 D) 0,137 m3 E) 0,425 m3",Lógica y Razonamiento Visual,D,2022,5,C,A,C,A,D,No Answer,D,A,B,C,C,False,False,True,True,False
frances,A) 3 B) 4 C) 5 D) 6 E) 7,Lógica y Razonamiento Visual,B,2022,5,B,B,A,C,D,B,B,E,D,B,B,False,True,True,False,False
frances,A) 22 B) 24 C) 27 D) 30 E) 36,Geometría y Figuras,D,2022,5,C,B,C,B,E,No Answer,B,B,B,B,B,False,False,False,False,False
frances,A) [Opción A] B) [Opción B] C) [Opción C] D) [Opción D] E) [Opción E],Álgebra y Aritmética Visual,C,2022,5,A,B,No Answer,E,C,D,E,E,E,D,D,False,False,False,True,True
frances,A) [Cubo A] B) [Cubo B] C) [Cubo C] D) [Cubo D] E) [Cubo E],Álgebra y Aritmética Visual,C,2021,1,D,No Answer,No Answer,A,No Answer,A,B,E,B,A,A,True,False,True,False,False
frances,A) 2 B) 3 C) 4 D) 5 E) 6,Geometría y Figuras,C,2021,1,D,D,No Answer,C,D,B,B,A,C,C,C,False,True,True,True,False
frances,A) 6 B) 15 C) 18 D) 24 E) 33,Lógica y Razonamiento Visual,B,2021,1,A,A,No Answer,C,D,A,C,A,A,A,A,True,True,True,True,False
frances,A) [Imagen A] B) [Imagen B] C) [Imagen C] D) [Imagen D] E) [Imagen E],Geometría y Figuras,B,2021,1,D,D,No Answer,C,E,D,D,C,E,B,B,False,True,True,False,True
frances,A) 1 et 3 B) 2 et 4 C) 3 et 4 D) 2 et 3 E) 1 et 2,Lógica y Razonamiento Visual,D,2021,1,B,A,A,C,C,E,E,B,A,A,A,True,True,True,True,True
frances,A) [Serie A] B) [Serie B] C) [Serie C] D) [Serie D] E) [Serie E],Patrones y Secuencias,E,2021,1,C,E,B,E,D,C,E,E,A,A,A,False,False,False,False,False
frances,A) 12 m B) 14 m C) 16 m D) 20 m E) 22 m,Álgebra y Aritmética Visual,D,2021,1,A,No Answer,E,No Answer,E,C,D,No Answer,C,A,A,False,False,False,False,False
frances,A) 1 B) 2 C) 3 D) 4 E) 5,Lógica y Razonamiento Visual,D,2021,1,C,B,No Answer,C,B,C,B,C,C,B,C,False,True,True,True,False
frances,A) A B) B C) C D) D E) E,Álgebra y Aritmética Visual,B,2021,1,B,B,No Answer,E,E,E,B,E,E,B,B,False,True,True,True,True
frances,A) 4 B) 5 C) 6 D) 7 E) 8,Lógica y Razonamiento Visual,D,2021,1,C,No Answer,A,No Answer,E,No Answer,D,D,C,B,C,False,True,True,True,True
frances,A) [Diagrama A] B) [Diagrama B] C) [Diagrama C] D) [Diagrama D] E) [Diagrama E],Combinatoria y Probabilidad,D,2021,2,A,B,C,A,E,D,C,A,D,E,E,False,False,False,False,False
frances,A) A B) B C) C D) D E) E,Álgebra y Aritmética Visual,B,2021,2,B,B,No Answer,A,B,B,D,E,C,A,E,False,False,False,False,False
frances,"A) seulement P ou Q B) seulement Q C) seulement R D) seulement P ou R E) n'importe lequel parmi P, Q, R",Lógica y Razonamiento Visual,E,2021,2,B,A,D,No Answer,E,B,B,B,B,D,D,True,True,True,True,False
frances,A) – 100 B) – 8 C) – 1 D) 199 E) 208,Combinatoria y Probabilidad,A,2021,3,D,No Answer,No Answer,C,D,C,E,C,A,B,A,False,True,True,False,False
frances,"A) 3 cm2 B) 3,5 cm2 C) 4 cm2 D) 5,5 cm2 E) 6 cm2",Geometría y Figuras,C,2021,3,C,C,D,E,C,C,C,No Answer,C,C,C,False,True,True,True,True
frances,A) 13 B) 12 C) 11 D) 10 E) 72,Geometría y Figuras,B,2021,3,No Answer,No Answer,C,A,E,B,E,No Answer,E,E,E,False,True,True,True,True
frances,A) 10 B) 9 C) 8 D) 7 E) 6,Lógica y Razonamiento Visual,E,2021,4,C,C,A,C,A,E,D,No Answer,E,E,E,False,True,True,True,True
frances,A) 4041 B) 4042 C) 4043 D) 4044 E) 4045,Álgebra y Aritmética Visual,E,2021,4,B,B,C,E,E,B,C,B,A,A,E,True,True,True,True,True
frances,A) [Gráfico A] B) [Gráfico B] C) [Gráfico C] D) [Gráfico D] E) [Gráfico E],Patrones y Secuencias,E,2021,5,E,D,A,A,E,D,C,B,C,A,A,True,True,False,False,False
frances,A) y = bx + c B) y = cx + b C) y = ax + b D) y = ax + c E) y = cx + a,Geometría y Figuras,D,2021,5,D,C,No Answer,A,A,D,C,A,D,D,D,True,False,True,True,False
frances,A) [Gráfico A] B) [Gráfico B] C) [Gráfico C] D) [Gráfico D] E) [Gráfico E],Lógica y Razonamiento Visual,E,2021,5,E,E,B,A,D,D,D,D,D,C,A,True,False,True,True,True
frances,A) [photo A] B) [photo B] C) [photo C] D) [photo D] E) [photo E],Álgebra y Aritmética Visual,E,2020,1,E,B,A,D,D,D,E,E,C,D,D,True,False,True,True,False
frances,A) [carreau A] B) [carreau B] C) [carreau C] D) [carreau D] E) [carreau E],Patrones y Secuencias,B,2020,1,A,C,No Answer,B,E,E,D,D,D,A,A,True,True,True,True,True
frances,A) 1 kg B) 2 kg C) 3 kg D) 4 kg E) 5 kg,Álgebra y Aritmética Visual,D,2020,1,D,D,No Answer,A,C,B,D,B,A,B,C,False,True,True,False,False
frances,A) [dessin A] B) [dessin B] C) [dessin C] D) [dessin D] E) [dessin E],Geometría y Figuras,C,2020,1,A,A,A,A,E,B,C,D,A,A,A,True,True,True,True,True
frances,A) le 2 B) le 3 C) le 4 D) le 17 E) le 18,Combinatoria y Probabilidad,B,2020,1,E,B,E,D,D,D,E,C,D,D,D,False,False,False,True,True
frances,A) 3 B) 4 C) 5 D) 6 E) 7,Geometría y Figuras,D,2020,1,D,D,No Answer,D,D,D,C,D,D,D,D,False,False,True,True,True
frances,A) [Imagen A] B) [Imagen B] C) [Imagen C] D) [Imagen D] E) [Imagen E],Geometría y Figuras,D,2020,2,D,C,No Answer,C,D,D,E,C,D,D,D,False,False,False,True,False
frances,A) [Cubo A] B) [Cubo B] C) [Cubo C] D) [Cubo D] E) [Cubo E],Combinatoria y Probabilidad,B,2020,2,A,B,E,C,E,C,C,C,C,E,E,False,False,False,False,False
frances,A) [Camino A] B) [Camino B] C) [Camino C] D) [Camino D] E) [Camino E],Lógica y Razonamiento Visual,C,2020,2,C,E,No Answer,E,D,B,A,E,A,A,A,True,True,True,True,True
frances,A) A B) B C) C D) D E) E,Geometría y Figuras,D,2020,2,B,D,C,B,C,B,B,B,C,D,D,False,False,False,True,True
frances,A) 3 B) 4 C) 6 D) 7 E) 8,Geometría y Figuras,A,2020,2,C,E,No Answer,E,E,C,E,No Answer,C,E,E,False,True,True,True,True
frances,A) 2 B) 3 C) 4 D) 5 E) 6,Lógica y Razonamiento Visual,B,2020,2,C,C,No Answer,E,D,D,D,C,E,C,C,True,True,True,True,True
frances,A) 1 km B) 2 km C) 3 km D) 4 km E) 5 km,Geometría y Figuras,B,2020,4,D,B,A,E,E,C,C,C,E,E,E,True,True,True,True,True
frances,"A) 3 dm B) 5 dm C) 5,5 dm D) 6 dm E) 7,5 dm",Álgebra y Aritmética Visual,D,2020,4,No Answer,No Answer,No Answer,C,C,B,B,C,D,D,D,True,True,True,True,True
frances,"A) 12 cm2 B) 13,5 cm2 C) 14 cm2 D) 15 cm2 E) 16 cm2",Combinatoria y Probabilidad,D,2020,4,B,B,No Answer,B,B,B,B,B,B,B,B,False,True,False,True,False
frances,A) 6 m B) 5 + √2 m C) 7 m D) 6 + √2 m E) cela dépend de l'angle choisi pour poser l'obstacle,Álgebra y Aritmética Visual,C,2020,5,C,C,No Answer,A,B,C,C,B,C,C,C,False,True,True,True,False
frances,"A) 2,5 B) 3 C) 3,25 D) 3,5 E) 4",Combinatoria y Probabilidad,B,2020,5,B,E,C,C,E,No Answer,B,B,D,B,E,False,True,True,True,False
frances,A) [morceau A] B) [morceau B] C) [morceau C] D) [morceau D] E) [morceau E],Lógica y Razonamiento Visual,B,2019,1,A,A,A,A,D,D,B,B,B,B,B,False,True,False,True,False
frances,A) [forme A] B) [forme B] C) [forme C] D) [forme D] E) [forme E],Geometría y Figuras,D,2019,1,D,B,A,A,No Answer,E,D,E,D,A,A,False,False,False,False,False
frances,A) 7 kg B) 8 kg C) 9 kg D) 10 kg E) 11 kg,Combinatoria y Probabilidad,E,2019,1,No Answer,E,B,C,D,E,D,E,D,D,D,False,True,True,True,True
frances,A) [tressage A] B) [tressage B] C) [tressage C] D) [tressage D] E) [tressage E],Combinatoria y Probabilidad,C,2019,1,E,No Answer,C,No Answer,D,No Answer,D,D,E,A,A,True,True,True,True,True
frances,A) 9 B) 16 C) 18 D) 27 E) 55,Lógica y Razonamiento Visual,C,2019,1,D,B,No Answer,D,B,A,C,B,C,A,A,False,False,False,False,False
frances,A) [dessin A] B) [dessin B] C) [dessin C] D) [dessin D] E) [dessin E],Álgebra y Aritmética Visual,B,2019,2,A,D,No Answer,E,D,D,C,A,A,D,D,True,False,True,True,True
frances,A) 5 B) 6 C) 7 D) 8 E) 9,Geometría y Figuras,D,2019,2,C,D,A,No Answer,D,No Answer,C,D,C,D,D,False,True,True,True,False
frances,A) [carré A] B) [carré B] C) [carré C] D) [carré D] E) [carré E],Geometría y Figuras,B,2019,2,C,E,No Answer,D,E,E,E,A,E,E,E,True,True,True,True,True
frances,A) 54 g B) 57 g C) 68 g D) 72 g E) 80 g,Lógica y Razonamiento Visual,C,2019,2,C,No Answer,B,E,E,C,D,C,D,B,A,False,True,True,True,True
frances,A) 45° B) 50° C) 60° D) 65° E) 70°,Geometría y Figuras,C,2019,3,No Answer,E,A,B,E,A,B,C,B,E,E,False,True,True,True,True
frances,A) [dessin A] B) [dessin B] C) [dessin C] D) [dessin D] E) [dessin E],Lógica y Razonamiento Visual,E,2019,3,D,E,No Answer,E,E,No Answer,D,E,B,A,A,False,False,False,False,False
frances,A) 3 B) 4 C) 5 D) 6 E) 8,Álgebra y Aritmética Visual,C,2019,3,C,B,C,E,No Answer,B,B,B,E,B,B,True,True,True,True,True
frances,A) [patron A] B) [patron B] C) [patron C] D) [patron D] E) [patron E],Geometría y Figuras,E,2019,3,A,D,C,E,B,C,B,B,D,E,E,False,False,False,False,True
frances,A) A B) B C) C D) D E) E,Álgebra y Aritmética Visual,E,2019,4,E,A,A,E,B,D,C,E,B,A,A,True,True,True,True,True
frances,A) √pq B) (1/2)p² C) (1/2)q² D) (1/4)(p²+q²) E) (1/2)(p²+q²),Lógica y Razonamiento Visual,B,2019,5,No Answer,E,No Answer,A,D,C,E,E,A,A,A,False,True,True,True,True
frances,A) 18 B) 19 C) 20 D) 21 E) 22,Geometría y Figuras,C,2019,5,E,C,A,B,B,B,C,A,C,C,C,False,False,True,True,False
frances,A) [motif A] B) [motif B] C) [motif C] D) [motif D] E) [motif E],Combinatoria y Probabilidad,C,2018,1,D,C,A,E,D,No Answer,C,E,B,,,,,,,
frances,A) 5 B) 6 C) 7 D) 8 E) 9,Geometría y Figuras,B,2018,1,C,D,E,E,No Answer,B,C,C,B,E,B,False,True,True,True,True
frances,A) 27 km B) 35 km C) 36 km D) 37 km E) 63 km,Álgebra y Aritmética Visual,D,2018,1,D,D,C,C,D,No Answer,D,D,C,D,D,True,True,True,True,True
frances,A) [option A] B) [option B] C) [option C] D) [option D] E) [option E],Lógica y Razonamiento Visual,C,2018,2,D,A,No Answer,C,E,C,C,D,C,A,A,False,False,False,False,False
frances,A) 0 B) 2 C) 3 D) 4 E) 5,Álgebra y Aritmética Visual,D,2018,2,D,C,B,C,B,D,D,C,E,D,D,False,True,True,True,True
frances,A) 2 B) 3 C) 4 D) 5 E) 6,Geometría y Figuras,A,2018,2,A,B,No Answer,C,E,B,B,B,B,B,B,False,True,True,True,False
frances,A) 0 B) 2 C) 4 D) 5 E) 6,Geometría y Figuras,A,2018,2,No Answer,D,A,D,D,E,D,B,D,B,D,False,True,True,True,False
frances,A) 1 B) 2 C) 3 D) 4 E) 5,Álgebra y Aritmética Visual,D,2018,3,D,D,A,D,E,D,D,D,E,D,D,False,True,True,True,True
frances,A) 6 B) 8 C) 9 D) 10 E) 12,Álgebra y Aritmética Visual,B,2018,4,C,C,No Answer,A,A,A,C,A,E,D,D,False,False,True,True,True
frances,A) 4 B) 5 C) 6 D) 7 E) 8,Geometría y Figuras,C,2018,5,E,C,C,E,A,No Answer,A,A,C,C,C,True,True,True,False,False
frances,A) STU B) \(\sqrt{STU}\) C) \(\sqrt{ST + TU + US}\) D) \(\sqrt[3]{STU}\) E) \(2(S + T + U)\),Álgebra y Aritmética Visual,B,2018,5,B,B,No Answer,E,No Answer,D,B,B,C,B,B,True,True,False,False,False
frances,A) B) C) D) E),Lógica y Razonamiento Visual,D,2018,5,D,D,No Answer,C,D,C,C,C,B,B,B,False,True,True,False,True
frances,A) 2 B) 3 C) 4 D) 6 E) la situation est impossible,Álgebra y Aritmética Visual,A,2018,5,E,C,No Answer,B,D,C,E,A,E,B,B,False,True,True,False,False
frances,A) 6 B) 7 C) 8 D) 9 E) 16,Geometría y Figuras,B,2017,1,B,B,D,B,No Answer,B,B,B,B,B,B,True,True,True,True,True
frances,A) 10 B) 11 C) 12 D) 13 E) 14,Combinatoria y Probabilidad,D,2017,1,No Answer,No Answer,No Answer,A,E,C,B,A,E,A,C,True,True,True,True,True
frances,A) 2170 B) 0127 C) 7021 D) 1027 E) 7210,Álgebra y Aritmética Visual,D,2017,2,No Answer,A,No Answer,D,A,D,A,A,E,A,D,True,False,False,True,False
frances,A) 1 B) 2 C) 3 D) 4 E) 5,Álgebra y Aritmética Visual,B,2017,2,A,B,C,E,D,C,C,C,B,B,B,False,True,True,True,False
frances,A) 60 cm B) 80 cm C) 90 cm D) 100 cm E) 120 cm,Álgebra y Aritmética Visual,D,2017,2,D,A,No Answer,A,D,A,D,E,D,B,A,False,True,False,False,False
frances,A) 3 × 3 × 4 B) 3 × 4 × 5 C) 3 × 5 × 5 D) 4 × 4 × 4 E) 4 × 4 × 5,Geometría y Figuras,B,2017,2,No Answer,No Answer,A,A,C,B,B,B,C,B,B,False,True,True,False,True
frances,A) [dessin A] B) [dessin B] C) [dessin C] D) [dessin D] E) [dessin E],Lógica y Razonamiento Visual,E,2017,2,D,No Answer,A,C,E,B,E,C,E,E,E,False,True,True,True,True
frances,A) 4 B) 5 C) 6 D) 7 E) 8,Patrones y Secuencias,D,2017,2,D,E,A,E,D,E,D,A,A,B,B,False,True,True,False,False
frances,A) 12 B) 18 C) 24 D) 36 E) 48,Combinatoria y Probabilidad,E,2017,2,E,E,A,A,C,C,E,C,D,E,E,False,False,True,True,True
frances,A) 9 cm² B) 10 cm² C) 11 cm² D) 12 cm² E) 13 cm²,Lógica y Razonamiento Visual,B,2017,3,B,B,No Answer,C,C,No Answer,D,A,E,E,C,False,True,True,False,True
frances,A) 18 B) 20 C) 21 D) 22 E) 23,Combinatoria y Probabilidad,D,2017,3,C,E,A,C,D,No Answer,C,C,B,B,B,False,True,True,True,True
frances,A) B) C) D) E),Geometría y Figuras,E,2017,4,No Answer,B,D,No Answer,D,E,D,E,C,A,A,True,True,False,True,False
frances,A) 5 B) 6 C) 7 D) 8 E) 9,Lógica y Razonamiento Visual,D,2017,5,D,D,No Answer,C,D,D,D,D,B,D,D,False,True,,True,
frances,A) 40 de chaque B) 40 noirs et 41 blancs C) aucun D) 41 de chaque E) 40 blancs et 41 noirs,Patrones y Secuencias,E,2017,5,E,E,B,A,A,E,E,B,B,C,C,False,False,True,False,False
frances,A) π/2 B) 2π/3 C) 2√3 – π D) π/2 + √3 E) 2π – 3√3,Álgebra y Aritmética Visual,E,2017,5,E,No Answer,No Answer,E,E,C,E,E,C,E,E,False,False,True,False,True
frances,A) R B) P C) T D) N E) K,Álgebra y Aritmética Visual,D,2016,1,D,B,No Answer,D,D,D,B,D,B,B,B,,,,,
frances,A) Il y a autant de cercles que de carrés. B) Il y a moins de cercles que de triangles. C) Il y a 2 triangles et 2 cercles. D) Il y a plus de carrés que de triangles. E) Il y a 2 fois plus de cercles que de triangles.,Lógica y Razonamiento Visual,E,2016,1,B,D,C,E,C,B,B,E,C,C,C,False,False,True,False,False
frances,A) [pièce A] B) [pièce B] C) [pièce C] D) [pièce D] E) [pièce E],Geometría y Figuras,B,2016,1,D,E,A,D,E,E,C,E,A,A,A,True,True,True,True,True
frances,A) 2 B) 4 C) 5 D) 6 E) 7,Patrones y Secuencias,B,2016,1,D,C,No Answer,C,C,A,C,E,B,B,B,False,True,True,True,True
frances,A) A B) B C) C D) D E) E,Lógica y Razonamiento Visual,C,2016,1,A,C,No Answer,D,C,C,B,C,E,A,A,True,False,False,False,False
frances,A) 0 B) 1 C) 2 D) 3 E) 4,Patrones y Secuencias,D,2016,1,C,C,B,C,B,C,C,D,A,D,D,False,True,True,True,False
frances,A) [option A] B) [option B] C) [option C] D) [option D] E) [option E],Lógica y Razonamiento Visual,A,2016,1,B,D,No Answer,E,E,D,B,D,C,A,A,True,True,True,True,True
frances,A) 1 B) 2 C) 3 D) 4 E) 5,Patrones y Secuencias,C,2016,2,E,E,B,C,C,E,C,D,B,C,C,True,True,True,True,False
frances,A) A B) B C) C D) D E) E,Geometría y Figuras,C,2016,2,A,A,A,C,D,C,B,E,A,A,A,True,True,True,True,False
frances,A) 50 cm B) 45 cm C) 40 cm D) 35 cm E) impossible à déterminer,Combinatoria y Probabilidad,C,2016,2,C,A,B,E,E,No Answer,A,A,D,E,E,False,False,False,False,False
frances,A) B) C) D) E),Lógica y Razonamiento Visual,D,2016,2,A,D,A,B,A,B,B,E,B,A,A,True,True,True,True,True
frances,A) 7 B) 8 C) 12 D) 16 E) 17,Geometría y Figuras,B,2016,2,E,D,A,A,D,C,B,A,C,E,E,False,False,True,True,True
frances,A) 1 B) 2 C) 3 D) 4 E) 5,Lógica y Razonamiento Visual,B,2016,3,B,B,A,D,D,B,B,D,D,B,B,True,True,True,True,False
frances,A) 50 cm² B) 80 cm² C) 100 cm² D) 120 cm² E) 150 cm²,Álgebra y Aritmética Visual,C,2016,3,C,C,E,No Answer,A,C,C,B,C,C,C,False,False,True,False,False
frances,A) 2 B) 3 C) 4 D) 6 E) 8,Patrones y Secuencias,D,2016,3,D,C,A,C,D,C,A,A,A,C,C,False,True,True,True,True
frances,A) [vue A] B) [vue B] C) [vue C] D) [vue D] E) [vue E],Geometría y Figuras,B,2016,3,E,D,A,E,E,E,E,C,A,A,A,False,False,False,False,False
frances,A) 80 % B) 85 % C) 86 % D) 88 % E) 90 %,Geometría y Figuras,D,2016,4,D,D,No Answer,A,E,No Answer,B,D,E,B,B,False,False,True,False,False
frances,A) 3 B) 4 C) 5 D) 6 E) 7,Combinatoria y Probabilidad,C,2016,4,A,A,No Answer,E,D,C,B,C,B,B,B,False,True,False,False,False
frances,A) [figure A] B) [figure B] C) [figure C] D) [figure D] E) [figure E],Álgebra y Aritmética Visual,A,2016,5,A,No Answer,A,E,D,D,D,C,E,A,A,True,True,True,True,True
